series,index,velocity,inp_acc,velocity_norm,inp_acc_norm
2,86,0.0,0.0,0.0,0.0
2,87,0.0,0.0,0.0,0.0
2,88,0.0,0.0,0.0,0.0
2,89,0.0,0.0,0.0,0.0
2,90,0.0,0.0,0.0,0.0
2,91,0.0,0.0,0.0,0.0
2,92,0.0,0.0,0.0,0.0
2,93,0.0,0.0,0.0,0.0
2,94,0.0,0.0,0.0,0.0
2,95,0.0,0.0,0.0,0.0
2,96,0.0,0.0,0.0,0.0
2,97,0.0,0.0,0.0,0.0
2,98,0.0,0.0,0.0,0.0
2,99,0.0,0.0,0.0,0.0
2,100,0.0,0.0,0.0,0.0
2,101,0.0,0.0,0.0,0.0
2,102,0.0,0.0,0.0,0.0
2,103,0.0,0.0,0.0,0.0
2,104,0.0,0.0,0.0,0.0
2,105,0.0,0.0,0.0,0.0
2,106,0.0,0.0,0.0,0.0
2,107,0.0,0.0,0.0,0.0
2,108,0.0,0.0,0.0,0.0
2,109,0.0,0.0,0.0,0.0
2,110,0.0,0.0,0.0,0.0
2,111,0.0,0.0,0.0,0.0
2,112,0.0,0.0,0.0,0.0
2,113,0.0,0.0,0.0,0.0
2,114,0.0,0.0,0.0,0.0
2,115,0.0,0.0,0.0,0.0
2,116,0.0,0.0,0.0,0.0
2,117,0.0,0.0,0.0,0.0
2,118,0.0,0.0,0.0,0.0
2,119,0.0,0.0,0.0,0.0
2,120,0.0,0.0,0.0,0.0
2,121,0.0,0.0,0.0,0.0
2,122,0.0,0.0,0.0,0.0
2,123,0.0,0.0,0.0,0.0
2,124,0.0,0.0,0.0,0.0
2,125,0.0,0.0,0.0,0.0
2,126,0.0,0.0,0.0,0.0
2,127,0.0,0.0,0.0,0.0
2,128,0.0,0.0,0.0,0.0
2,129,0.0,0.0,0.0,0.0
2,130,0.0,0.0,0.0,0.0
2,131,0.0,0.0,0.0,0.0
2,132,0.0,0.0,0.0,0.0
2,133,0.0,0.0,0.0,0.0
2,134,0.0,0.0,0.0,0.0
2,135,0.0,0.0,0.0,0.0
2,136,0.0,0.0,0.0,0.0
2,137,0.0,0.0,0.0,0.0
2,138,0.0,0.0,0.0,0.0
2,139,0.0,0.0,0.0,0.0
2,140,0.0,0.0,0.0,0.0
2,141,0.0,0.0,0.0,0.0
2,142,0.0,0.0,0.0,0.0
2,143,0.0,0.0,0.0,0.0
2,144,0.0,0.0,0.0,0.0
2,145,0.0,0.0,0.0,0.0
2,146,0.0,0.0,0.0,0.0
2,147,0.0,0.0,0.0,0.0
2,148,0.0,0.0,0.0,0.0
2,149,0.0,0.0,0.0,0.0
2,150,0.0,0.0,0.0,0.0
2,151,0.0,0.0,0.0,0.0
2,152,0.0,0.0,0.0,0.0
2,153,0.0,0.0,0.0,0.0
2,154,0.0,0.0,0.0,0.0
2,155,0.0,0.0,0.0,0.0
2,156,0.0,0.0,0.0,0.0
2,157,0.0,0.0,0.0,0.0
2,158,0.0,0.0,0.0,0.0
2,159,0.0,0.0,0.0,0.0
2,160,0.0,0.0,0.0,0.0
2,161,0.0,0.0,0.0,0.0
2,162,0.0,0.0,0.0,0.0
2,163,0.0,0.0,0.0,0.0
2,164,0.0,0.0,0.0,0.0
2,165,0.0,0.0,0.0,0.0
2,166,0.0,0.0,0.0,0.0
2,167,0.0,0.0,0.0,0.0
2,168,0.0,0.0,0.0,0.0
2,169,0.0,0.0,0.0,0.0
2,170,0.0,0.0,0.0,0.0
2,171,0.0,0.0,0.0,0.0
2,172,0.0,0.0,0.0,0.0
2,173,0.0,0.0,0.0,0.0
2,174,0.0,0.0,0.0,0.0
2,175,0.0,0.0,0.0,0.0
2,176,0.0,0.0,0.0,0.0
2,177,0.0,0.0,0.0,0.0
2,178,0.0,0.0,0.0,0.0
2,179,0.0,0.0,0.0,0.0
2,180,0.0,0.0,0.0,0.0
2,181,0.0,0.0,0.0,0.0
2,182,0.0,0.0,0.0,0.0
2,183,0.0,0.0,0.0,0.0
2,184,0.0,0.0,0.0,0.0
2,185,0.0,0.0,0.0,0.0
2,186,0.0,0.0,0.0,0.0
2,187,0.0,0.0,0.0,0.0
2,188,0.0,0.0,0.0,0.0
2,189,0.0,0.0,0.0,0.0
2,190,0.0,0.0,0.0,0.0
2,191,0.0,0.0,0.0,0.0
2,192,0.0,0.0,0.0,0.0
2,193,0.0,0.0,0.0,0.0
2,194,0.0,0.0,0.0,0.0
2,195,0.0,0.0,0.0,0.0
2,196,0.0,0.0,0.0,0.0
2,197,0.0,0.0,0.0,0.0
2,198,0.0,0.0,0.0,0.0
2,199,0.0,0.0,0.0,0.0
2,200,0.0,0.0,0.0,0.0
2,201,0.0,0.0,0.0,0.0
2,202,0.0,0.0,0.0,0.0
2,203,0.0,0.0,0.0,0.0
2,204,0.0,0.0,0.0,0.0
2,205,0.0,0.0,0.0,0.0
2,206,0.0,0.0,0.0,0.0
2,207,0.0,0.0,0.0,0.0
2,208,0.0,0.0,0.0,0.0
2,209,0.0,0.0,0.0,0.0
2,210,0.0,0.0,0.0,0.0
2,211,0.0,0.0,0.0,0.0
2,212,0.0,0.0,0.0,0.0
2,213,0.0,0.0,0.0,0.0
2,214,0.0,0.0,0.0,0.0
2,215,0.0,0.0,0.0,0.0
2,216,0.0,0.0,0.0,0.0
2,217,0.0,0.0,0.0,0.0
2,218,0.0,0.0,0.0,0.0
2,219,0.0,0.0,0.0,0.0
2,220,0.0,0.0,0.0,0.0
2,221,0.0,0.0,0.0,0.0
2,222,0.0,0.0,0.0,0.0
2,223,0.0,0.0,0.0,0.0
2,224,0.0,0.0,0.0,0.0
2,225,0.0,0.0,0.0,0.0
2,226,0.0,0.0,0.0,0.0
2,227,0.0,0.0,0.0,0.0
2,228,0.0,0.0,0.0,0.0
2,229,0.0,0.0,0.0,0.0
2,230,0.0,0.0,0.0,0.0
2,231,0.0,0.0,0.0,0.0
2,232,0.0,0.0,0.0,0.0
2,233,0.0,0.0,0.0,0.0
2,234,0.0,0.0,0.0,0.0
2,235,0.0,0.0,0.0,0.0
2,236,0.0,0.0,0.0,0.0
2,237,0.0,0.0,0.0,0.0
2,238,0.0,0.0,0.0,0.0
2,239,0.0,0.0,0.0,0.0
2,240,0.0,0.0,0.0,0.0
2,241,0.0,0.0,0.0,0.0
2,242,0.0,0.0,0.0,0.0
2,243,0.0,0.0,0.0,0.0
2,244,0.0,0.0,0.0,0.0
2,245,0.0,0.0,0.0,0.0
2,246,0.0,0.0,0.0,0.0
2,247,0.0,0.0,0.0,0.0
2,248,0.0,0.0,0.0,0.0
2,249,0.0,0.0,0.0,0.0
2,250,0.0,0.0,0.0,0.0
2,251,0.0,0.0,0.0,0.0
2,252,0.0,0.0,0.0,0.0
2,253,0.0,0.0,0.0,0.0
2,254,0.0,0.0,0.0,0.0
2,255,0.0,0.0,0.0,0.0
2,256,0.0,0.0,0.0,0.0
2,257,0.0,0.0,0.0,0.0
2,258,0.0,0.0,0.0,0.0
2,259,0.0,0.0,0.0,0.0
2,260,0.0,0.0,0.0,0.0
2,261,0.0,0.0,0.0,0.0
2,262,0.0,0.0,0.0,0.0
2,263,0.0,0.0,0.0,0.0
2,264,0.0,0.0,0.0,0.0
2,265,0.0,0.0,0.0,0.0
2,266,0.0,0.0,0.0,0.0
2,267,0.0,0.0,0.0,0.0
2,268,0.0,0.0,0.0,0.0
2,269,0.0,0.0,0.0,0.0
2,270,0.0,0.0,0.0,0.0
2,271,0.0,0.0,0.0,0.0
2,272,0.0,0.0,0.0,0.0
2,273,0.0,0.0,0.0,0.0
2,274,0.0,0.0,0.0,0.0
2,275,0.0,0.0,0.0,0.0
2,276,0.0,0.0,0.0,0.0
2,277,0.0,0.0,0.0,0.0
2,278,0.0,0.0,0.0,0.0
2,279,0.0,0.0,0.0,0.0
2,280,0.0,0.0,0.0,0.0
2,281,0.0,0.0,0.0,0.0
2,282,0.0,0.0,0.0,0.0
2,283,0.0,0.0,0.0,0.0
2,284,0.0,0.0,0.0,0.0
2,285,0.0,0.0,0.0,0.0
2,286,0.0,0.0,0.0,0.0
2,287,0.0,0.0,0.0,0.0
2,288,0.0,0.0,0.0,0.0
2,289,0.0,0.0,0.0,0.0
2,290,0.0,0.0,0.0,0.0
2,291,0.0,0.0,0.0,0.0
2,292,0.0,0.0,0.0,0.0
2,293,0.0,0.0,0.0,0.0
2,294,0.0,0.0,0.0,0.0
2,295,0.0,0.0,0.0,0.0
2,296,0.0,0.0,0.0,0.0
2,297,0.0,0.0,0.0,0.0
2,298,0.0,0.0,0.0,0.0
2,299,0.0,0.0,0.0,0.0
2,300,0.0,100.0,0.0,0.3333333333333333
2,301,0.1839574428074922,100.0,0.0027036112176590534,0.3333333333333333
2,302,0.3679068076669062,100.0,0.0054071037142122535,0.3333333333333333
2,303,0.5518400361200595,100.0,0.008110359054995547,0.3333333333333333
2,304,0.735749064764891,100.0,0.010813258732685,0.3333333333333333
2,305,0.9196258342131762,100.0,0.013515684298947787,0.3333333333333333
2,306,1.1034622908886225,100.0,0.01621751739086869,0.3333333333333333
2,307,1.2872503883135478,100.0,0.018918639749860328,0.3333333333333333
2,308,1.4709820883876163,100.0,0.021618933240456672,0.3333333333333333
2,309,1.6546493627919054,100.0,0.024318279870948513,0.3333333333333333
2,310,1.8382441945590888,100.0,0.027016561816460356,0.3333333333333333
2,311,2.0217585794080986,100.0,0.029713661438565867,0.3333333333333333
2,312,2.2051845272518893,100.0,0.03240946130744739,0.3333333333333333
2,313,2.3885140633876127,100.0,0.03510384421938785,0.3333333333333333
2,314,2.571739230026867,100.0,0.03779669321926078,0.3333333333333333
2,315,2.7548520876312086,100.0,0.04048789162015821,0.3333333333333333
2,316,2.9378447162457597,100.0,0.04317732302299062,0.3333333333333333
2,317,3.1207092168710218,100.0,0.04586487133664843,0.3333333333333333
2,318,3.3034377128300827,100.0,0.04855042079809574,0.3333333333333333
2,319,3.4860223510604365,100.0,0.0512338559913561,0.3333333333333333
2,320,3.6684553034641785,100.0,0.05391506186735629,0.3333333333333333
2,321,3.850728768466553,100.0,0.05659392376683218,0.3333333333333333
2,322,4.032834971907676,100.0,0.0592703274334343,0.3333333333333333
2,323,4.214766168754203,100.0,0.06194415903888415,0.3333333333333333
2,324,4.39651464415747,100.0,0.06461530519852565,0.3333333333333333
2,325,4.57807271470459,100.0,0.06728365298971237,0.3333333333333333
2,326,4.759432729744045,100.0,0.06994908997128968,0.3333333333333333
2,327,4.940587072714348,100.0,0.07261150420312211,0.3333333333333333
2,328,5.121528162262886,100.0,0.07527078426253678,0.3333333333333333
2,329,5.302248453647584,100.0,0.07792681926492366,0.3333333333333333
2,330,5.482740439802265,100.0,0.08057949887939309,0.3333333333333333
2,331,5.662996652618592,100.0,0.08322871334761632,0.3333333333333333
2,332,5.843009664143045,100.0,0.08587435350141757,0.3333333333333333
2,333,6.022772087763642,100.0,0.08851631078021506,0.3333333333333333
2,334,6.202276579358462,100.0,0.09115447724790078,0.3333333333333333
2,335,6.381515838454127,100.0,0.09378874560986673,0.3333333333333333
2,336,6.5604826093695126,100.0,0.09641900922981388,0.3333333333333333
2,337,6.739169682332609,100.0,0.09904516214616663,0.3333333333333333
2,338,6.917569894577539,100.0,0.10166709908819561,0.3333333333333333
2,339,7.0956761314242485,100.0,0.10428471549188588,0.3333333333333333
2,340,7.273481327365197,100.0,0.10689790751590783,0.3333333333333333
2,341,7.450978467171092,100.0,0.10950657205786825,0.3333333333333333
2,342,7.628160586762063,100.0,0.11211060676711376,0.3333333333333333
2,343,7.805020774478743,100.0,0.11470991006341197,0.3333333333333333
2,344,7.981552171887395,100.0,0.11730438114878422,0.3333333333333333
2,345,8.157747974648245,100.0,0.11989392002026758,0.3333333333333333
2,346,8.333601433949632,100.0,0.12247842749099229,0.3333333333333333
2,347,8.509105856872415,100.0,0.1250578051955376,0.3333333333333333
2,348,8.684254607819412,100.0,0.12763195561094,0.3333333333333333
2,349,8.859041109082575,100.0,0.1302007820650291,0.3333333333333333
2,350,9.03345884183888,100.0,0.132764188751064,0.3333333333333333
2,351,9.207501346974508,100.0,0.13532208073984633,0.3333333333333333
2,352,9.381162226102653,100.0,0.1378743639946789,0.3333333333333333
2,353,9.554435142183433,100.0,0.14042094538047653,0.3333333333333333
2,354,9.727313820409313,100.0,0.14296173267677897,0.3333333333333333
2,355,9.899792049048177,100.0,0.14549663459014153,0.3333333333333333
2,356,10.071863680224448,100.0,0.14802556076561516,0.3333333333333333
2,357,10.243522630223742,100.0,0.15054842179122388,0.3333333333333333
2,358,10.414762881299106,100.0,0.153065129224511,0.3333333333333333
2,359,10.585578480787133,100.0,0.15557559557954873,0.3333333333333333
2,360,10.755963417425509,100.0,0.1580797325091847,0.3333333333333333
2,361,10.925911991011333,100.0,0.16057745623788763,0.3333333333333333
2,362,11.095418450974494,100.0,0.1630686822498825,0.3333333333333333
2,363,11.264477115600553,100.0,0.1655533270413617,0.3333333333333333
2,364,11.433082372064794,100.0,0.16803130812098585,0.3333333333333333
2,365,11.60122867730778,100.0,0.17050254402275142,0.3333333333333333
2,366,11.768910558550765,100.0,0.17296695431356593,0.3333333333333333
2,367,11.936122614113405,100.0,0.17542445960526576,0.3333333333333333
2,368,12.10285951327427,100.0,0.17787498155256606,0.3333333333333333
2,369,12.269115997158984,100.0,0.18031844286611373,0.3333333333333333
2,370,12.434886879484758,100.0,0.1827547673234297,0.3333333333333333
2,371,12.600167046335883,100.0,0.18518387976560954,0.3333333333333333
2,372,12.764951457045882,100.0,0.18760570611028815,0.3333333333333333
2,373,12.929235144663885,100.0,0.1900201733584942,0.3333333333333333
2,374,13.093013215956272,100.0,0.1924272095946743,0.3333333333333333
2,375,13.256280852007368,100.0,0.19482674399552127,0.3333333333333333
2,376,13.419033308488403,100.0,0.19721870683392714,0.3333333333333333
2,377,13.581265916207158,100.0,0.19960302948706116,0.3333333333333333
2,378,13.74297408093346,100.0,0.20197964443380512,0.3333333333333333
2,379,13.904153284173338,100.0,0.20434848526613125,0.3333333333333333
2,380,14.064799082988957,100.0,0.2067094866864555,0.3333333333333333
2,381,14.22490711059362,100.0,0.2090625845163825,0.3333333333333333
2,382,14.38447307623231,100.0,0.2114077156949498,0.3333333333333333
2,383,14.543492765732235,100.0,0.21374481828671918,0.3333333333333333
2,384,14.701962041375898,100.0,0.2160738314799112,0.3333333333333333
2,385,14.859876842082562,100.0,0.2183946955890721,0.3333333333333333
2,386,15.01723318373238,100.0,0.22070735205983769,0.3333333333333333
2,387,15.174027158978696,100.0,0.22301174346617458,0.3333333333333333
2,388,15.33025493766402,100.0,0.22530781351649382,0.3333333333333333
2,389,15.485912766690694,100.0,0.22759550705175008,0.3333333333333333
2,390,15.6409969700014,100.0,0.2298747700451551,0.3333333333333333
2,391,15.795503948773543,100.0,0.23214554960503472,0.3333333333333333
2,392,15.949430181327584,100.0,0.2344077939734814,0.3333333333333333
2,393,16.10277222335818,100.0,0.23666145252975146,0.3333333333333333
2,394,16.25552670735273,100.0,0.23890647578171942,0.3333333333333333
2,395,16.407690343096146,100.0,0.24114281537329657,0.3333333333333333
2,396,16.55925991750843,100.0,0.24337042408204393,0.3333333333333333
2,397,16.71023229404678,100.0,0.24558925581038485,0.3333333333333333
2,398,16.86060441348522,100.0,0.2477992655970635,0.3333333333333333
2,399,17.010373292936592,100.0,0.2500004096027708,0.3333333333333333
2,400,17.159536026281238,100.0,0.252192645116445,0.3333333333333333
2,401,17.308089783866492,100.0,0.25437593055085495,0.3333333333333333
2,402,17.456031812166703,100.0,0.25655022543760353,0.3333333333333333
2,403,17.60335943384668,100.0,0.2587154904280603,0.3333333333333333
2,404,17.750070047294475,100.0,0.2608716872864945,0.3333333333333333
2,405,17.896161126475082,100.0,0.263018778887925,0.3333333333333333
2,406,18.041630220988925,100.0,0.26515672921898015,0.3333333333333333
2,407,18.186474955218102,100.0,0.26728550336534973,0.3333333333333333
2,408,18.330693028947987,100.0,0.2694050675209209,0.3333333333333333
2,409,18.47428221593913,100.0,0.2715153889667895,0.3333333333333333
2,410,18.6172403645659,100.0,0.27361643608064606,0.3333333333333333
2,411,18.759565397246647,100.0,0.2757081783284008,0.3333333333333333
2,412,18.90125530991616,100.0,0.27779058625643066,0.3333333333333333
2,413,19.042308171802738,100.0,0.2798636314883028,0.3333333333333333
2,414,19.182722124903776,100.0,0.28192728671706724,0.3333333333333333
2,415,19.322495384280067,100.0,0.2839815257095823,0.3333333333333333
2,416,19.461626236766467,100.0,0.2860263232875653,0.3333333333333333
2,417,19.60011304095957,100.0,0.2880616553274113,0.3333333333333333
2,418,19.73795422691365,100.0,0.2900874987557246,0.3333333333333333
2,419,19.875148295750343,100.0,0.2921038315435821,0.3333333333333333
2,420,20.011693818996687,100.0,0.2941106326968046,0.3333333333333333
2,421,20.1475894385372,100.0,0.2961078822552524,0.3333333333333333
2,422,20.282833865840807,100.0,0.2980955612814637,0.3333333333333333
2,423,20.41742588116097,100.0,0.3000736518488985,0.3333333333333333
2,424,20.551364334661564,100.0,0.30204213705848615,0.3333333333333333
2,425,20.68464814426923,100.0,0.304001001007061,0.3333333333333333
2,426,20.81727629498377,100.0,0.30595022877722766,0.3333333333333333
2,427,20.949247839973083,100.0,0.30788980645345293,0.3333333333333333
2,428,21.080561898616,100.0,0.30981972109330175,0.3333333333333333
2,429,21.21121765662883,100.0,0.3117399607292968,0.3333333333333333
2,430,21.341214368809272,100.0,0.31365051440924563,0.3333333333333333
2,431,21.47055135349133,100.0,0.3155513721147452,0.3333333333333333
2,432,21.59922799088833,100.0,0.31744252473682877,0.3333333333333333
2,433,21.727243725150057,100.0,0.31932396410619995,0.3333333333333333
2,434,21.85459806379204,100.0,0.3211956829848448,0.3333333333333333
2,435,21.981290577117377,100.0,0.3230576750575344,0.3333333333333333
2,436,22.107320897631237,100.0,0.3249099349232198,0.3333333333333333
2,437,22.232688719448344,100.0,0.32675245808632397,0.3333333333333333
2,438,22.357393797693877,100.0,0.3285852409479367,0.3333333333333333
2,439,22.481435947897843,100.0,0.3304082807969138,0.3333333333333333
2,440,22.604815045383447,100.0,0.3322215758008882,0.3333333333333333
2,441,22.72753102464954,100.0,0.33402512499719345,0.3333333333333333
2,442,22.849583878747566,100.0,0.33581892828370713,0.3333333333333333
2,443,22.970973658653204,100.0,0.33760298640961556,0.3333333333333333
2,444,23.09170047263305,100.0,0.33937730096610635,0.3333333333333333
2,445,23.211764485606565,100.0,0.34114187437699056,0.3333333333333333
2,446,23.331165918503505,100.0,0.3428967098892593,0.3333333333333333
2,447,23.449905047617264,100.0,0.34464181156357954,0.3333333333333333
2,448,23.567982203954227,100.0,0.34637718426473174,0.3333333333333333
2,449,23.68539777257952,100.0,0.34810283365199446,0.3333333333333333
2,450,23.80215219195928,100.0,0.34981876616947744,0.3333333333333333
2,451,23.918245953299877,100.0,0.35152498903641044,0.3333333333333333
2,452,24.033679599884184,100.0,0.3532215102373885,0.3333333333333333
2,453,24.14845372640525,100.0,0.3549083385125788,0.3333333333333333
2,454,24.262568978297512,100.0,0.3565854833478915,0.3333333333333333
2,455,24.376026051065946,100.0,0.35825295496512033,0.3333333333333333
2,456,24.488825689613236,100.0,0.3599107643120543,0.3333333333333333
2,457,24.600968687565302,100.0,0.3615589230525648,0.3333333333333333
2,458,24.712455886595407,100.0,0.3631974435566719,0.3333333333333333
2,459,24.823288172812894,100.0,0.36482633884747007,0.3333333333333333
2,460,24.93346648049457,100.0,0.36644562265596803,0.3333333333333333
2,461,25.042991790660164,100.0,0.36805530940015246,0.3333333333333333
2,462,25.151865130719063,100.0,0.3696554141797959,0.3333333333333333
2,463,25.26008757317441,100.0,0.37124595275741096,0.3333333333333333
2,464,25.367660233415364,100.0,0.3728269415258036,0.3333333333333333
2,465,25.47458426997171,100.0,0.37439839751181464,0.3333333333333333
2,466,25.58086088514477,100.0,0.37596033838559273,0.3333333333333333
2,467,25.68649132229451,100.0,0.37751278242072284,0.3333333333333333
2,468,25.791476866223235,100.0,0.3790557484998652,0.3333333333333333
2,469,25.89581884198451,100.0,0.3805892560972507,0.3333333333333333
2,470,25.99951861522064,100.0,0.3821133252836401,0.3333333333333333
2,471,26.10257759087842,100.0,0.38362797670745014,0.3333333333333333
2,472,26.204997211879935,100.0,0.38513323157521795,0.3333333333333333
2,473,26.306778959283537,100.0,0.38662911165396685,0.3333333333333333
2,474,26.407924351362123,100.0,0.38811563925766024,0.3333333333333333
2,475,26.50843494277433,100.0,0.3895928372350205,0.3333333333333333
2,476,26.608312324380268,100.0,0.3910607289668207,0.3333333333333333
2,477,26.707558121934674,100.0,0.39251933834667824,0.3333333333333333
2,478,26.80617399598472,100.0,0.3939686897795527,0.3333333333333333
2,479,26.90416164057894,100.0,0.3954088081627711,0.3333333333333333
2,480,27.001522783785877,100.0,0.39683971889365055,0.3333333333333333
2,481,27.09825918547933,100.0,0.39826144783694795,0.3333333333333333
2,482,27.194372637809472,100.0,0.39967402133178415,0.3333333333333333
2,483,27.289864964065806,100.0,0.4010774661749328,0.3333333333333333
2,484,27.384738018540062,100.0,0.4024718096188053,0.3333333333333333
2,485,27.478993684944268,100.0,0.4038570793482014,0.3333333333333333
2,486,27.57263387705571,100.0,0.40523330348978825,0.3333333333333333
2,487,27.66566053674904,100.0,0.406600510583178,0.3333333333333333
2,488,27.75807563447148,100.0,0.4079587295879122,0.3333333333333333
2,489,27.849881168062986,100.0,0.4093079898661218,0.3333333333333333
2,490,27.9410791618189,100.0,0.41064832116875094,0.3333333333333333
2,491,28.031671666214606,100.0,0.4119797536315101,0.3333333333333333
2,492,28.121660757729902,100.0,0.41330231777229515,0.3333333333333333
2,493,28.211048537906045,100.0,0.4146160444773286,0.3333333333333333
2,494,28.299837132858706,100.0,0.41592096499400155,0.3333333333333333
2,495,28.38802869171832,100.0,0.41721711090795194,0.3333333333333333
2,496,28.47562538754411,100.0,0.41850451415649736,0.3333333333333333
2,497,28.562629415533955,100.0,0.419783207002326,0.3333333333333333
2,498,28.649042993321583,100.0,0.42105322203786427,0.3333333333333333
2,499,28.734868359751022,100.0,0.4223145921672651,0.3333333333333333
2,500,28.820107774591182,100.0,0.42356735060221307,0.3333333333333333
2,501,28.904763517738672,100.0,0.42481153085020845,0.3333333333333333
2,502,28.98883788893356,100.0,0.4260471667103894,0.3333333333333333
2,503,29.072333207245887,100.0,0.42727429226598573,0.3333333333333333
2,504,29.155251810242216,100.0,0.4284929418720693,0.3333333333333333
2,505,29.23759605359916,100.0,0.42970315014987437,0.3333333333333333
2,506,29.319368310288688,100.0,0.430904951974824,0.3333333333333333
2,507,29.400570970308912,100.0,0.43209838247257326,0.3333333333333333
2,508,29.481206440303207,100.0,0.43328347701341186,0.3333333333333333
2,509,29.5612771426578,100.0,0.43446027119900105,0.3333333333333333
2,510,29.640785515396587,100.0,0.43562880086082806,0.3333333333333333
2,511,29.719734010673623,100.0,0.43678910203805016,0.3333333333333333
2,512,29.798125095767794,100.0,0.4379412109921133,0.3333333333333333
2,513,29.87596125163344,100.0,0.43908516418545074,0.3333333333333333
2,514,29.953244972198974,100.0,0.4402209982711749,0.3333333333333333
2,515,30.0299787647379,100.0,0.44134875009853025,0.3333333333333333
2,516,30.106165148407637,100.0,0.44246845669141827,0.3333333333333333
2,517,30.18180665427576,100.0,0.44358015524878347,0.3333333333333333
2,518,30.256905825038626,100.0,0.4446838831404777,0.3333333333333333
2,519,30.331465214291843,100.0,0.4457796778965385,0.3333333333333333
2,520,30.405487385762545,100.0,0.4468675771959058,0.3333333333333333
2,521,30.47897491339793,100.0,0.4479476188677232,0.3333333333333333
2,522,30.55193038050666,100.0,0.44901984087871916,0.3333333333333333
2,523,30.6243563795074,100.0,0.4500842813295112,0.3333333333333333
2,524,30.696255511531017,100.0,0.4511409784487597,0.3333333333333333
2,525,30.76763038597918,100.0,0.4521899705866805,0.3333333333333333
2,526,30.83848361949722,100.0,0.45323129619994884,0.3333333333333333
2,527,30.90881783668357,100.0,0.4542649938621265,0.3333333333333333
2,528,30.97863566837995,100.0,0.4552911022385323,0.3333333333333333
2,529,31.04793975234313,100.0,0.45630966009611523,0.3333333333333333
2,530,31.11673273223872,100.0,0.4573207062886661,0.3333333333333333
2,531,31.185017257384317,100.0,0.45832427975304263,0.3333333333333333
2,532,31.252795982447516,100.0,0.45932041950473107,0.3333333333333333
